text,label
Boots Christmas advert on telly this evening .,noHate
London nowadays is more dangerous for tourists than Zimbabwe Like the above poster says do n't go to London just go someplace else that is much better like Bath or Stratford Upon Avon ( Shakespeare Birthplace ) Londonistan is a craphole,hate
You Anglo-Americans are all welcome to England if you can perform the ' small ' task of riding London of it 's ethnics !,hate
Look at this cultural incongruity from Plymouth . VIDEO : Plymouth celebrates St George 's Day with music and dancing in the streets | This is Plymouth,hate
The Brazilian president said that Blond hair Blue eyes Anglo-Saxons were the problem in the world .,noHate
I was sure that they were lying about the numbers and it 's must be the same in every country IMO .,noHate
All we here an Stormfront Britain are saying is that MASS white immigration is detrimental to OUR nation for the reasons we have given time after time .,hate
Welcome to the forum .,noHate
Their English language means they are drowning in the MLK-esque crap coming out of America .,hate
An American cancer has infected them all,noHate
There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .,hate
The indians and stanis will just spit all over the street .,hate
It is disgusting .,noHate
Its brainwashing starts at school they dont understand they dont know any better .,noHate
Its a spiral in to decline ted heath ex tory pm said unemployment eats in to your soul .,noHate
Disgusted that Birmingham has gone from the `` workshop of the world '' ( a city of a thousand trades ) to producing scumbags like this .,hate
"Children of Germany : more at Kinder Deutschlands | Alle Inhalte | DW.DE | 04.06.2014 Text says she is from Portugal , but looks racially mixed .",noHate
Correct.,noHate
From the changing of the guard to the changing of the negro .,noHate
NPD demonstration in Hamburg : 35 attendants .,noHate
"Some Communists , some Kurdish Nationalists and some German Anti-War people .",noHate
Mostly they were playing loud kurdish music .,noHate
Google translate : Google Translate,noHate
"Notice how not one of these Hungarians gave one good source validating their preposterous claims , they just came here to complain and start name calling , just as stupid liberals do .",hate
"This is really not European news , but everybody should know that after years of Lebanese and other arabs intimmidating white women on Cronulla beach and after the cowardly attack on two white life-savers ( !! ) the Lebanese got theirs yesterday .",hate
"...the Jew shall have my Flesh , blood and bones and all ...",noHate
So there white and there against racism or they like monorities against whites ?,noHate
"You do n't need to understand , he did n't say anything important , every second word is Jesus Christ or something about Orthodox Christianity .",noHate
Yeah I think they 'd be much better off back home .,hate
"Anyone who want to listen to the broadcast can do so here > > > http://www.drmireland.com/audio.php There 's another broadcast on the 24th , see this message from Michael Quinn : ------------------------------------------ `` Freedom Of ﻿ Speech '' Has PREVAILED !",noHate
#NAME?,noHate
"They are beating each other to death everywhere , just look what they do to each other in Africa .",hate
We should just isolate them so those mutated monkeys can completely whipe each other out .,hate
"I told my daughter if I saw one photo like that on her Facebook page , I 'd let her brother hack her account , then photoshop it at will .",noHate
Oh... and I was going to use this idea next time I met a girl .,noHate
"Behind every avatar is an actual person , and we can even meet .",noHate
White Power Brother !,noHate
"Well for all of my friends down there , we all got thrown out of the big local bar in this little town and it 's all my fault hahahahahaha I do n't think we 'll be welcome back for a LONG time .",noHate
To me and the rest of my commrades on this wonderfull White Day !!! I hope you have loads of fun and be safe !!!!,noHate
And you get credit for that ?,noHate
"HELLO, Angel , just wanted to say hi i live in cal but e mail me if you want to . white on sister 9",noHate
You could be 500 feet offshore and still only be knee deep in water .,noHate
It was alot busier Saturday and Sunday .,noHate
My buddy 's boat .,noHate
This is rattle snake territory .,noHate
"In the winter this area is fenced off with signs with skull and cross bones that say ' Danger , do not go beyond this point . '",noHate
"Yet every year a snow boarder or skier see the untouched snow and ca n't resist and ends up going over a 1,000 foot cliff to his death .",noHate
Maybe spread some HATE and intolerance ?,hate
Theres a wealth of information and alot of great people on here .,noHate
Observer14.........,noHate
I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in Zogworld .,hate
"I guess us whites who tan for most of the year stop being whites save for a few winter days , eh ?",noHate
I respect them .,noHate
"Awwwwww, that so sweet .",noHate
Hey there I 'm just up the mountain from u .,noHate
If u wanna chat drop me a line RaHoWa !,noHate
"I'm 6 ' 1 "" , my wife was 5 ' 4 "" , I dunno if that counts as tall vs short .",noHate
There are too many wonderful people on here to mention .. you will meet them soon enough .,noHate
open a new shop somewhere get my son more interested in education ( he hates school ) help mor ein my community try to whiten things up > >,hate
Hang in their it will happen. seems it takes some woman years to figure out they dont like being treated bad. keep being nice but not a pushover .,noHate
Hell I 'd rather clean a dozen tiolets a day then have to walk into a bathroom and see some mongrel standing there with a mop giving me a glassy-eyed stare .,hate
Don't bother .,noHate
"[ 85.362 ] [ 228.275 ] March 21 The NBC TV network airs the Walt Disney 's Wonderful World of Color show , featuring Kilroy , part two .",noHate
Looks like JJT has again taken the lead .,noHate
Are there any ple`s started yet then ? and if so where are they so we can check them out maybe we will move to one .,noHate
"Living in a boarder state , Texas , the problems of illegal aliens is , naturally , a stark reality , and let me add that the only solution that I see is the implimentation of U.S. Troops as guards on the Mexican boarder .",hate
"Educating the Lemmings in reguard to the Isreali agenda , which is fighting a war for the Jew 's benifit not America 's .",noHate
This is from the back-file at Stormfront 's Advanced Scout forum which is solely devoted to promoting the Pioneer Litte Europe strategy .,noHate
I dont doubt what your saying about the BNP and i hope they do well .,noHate
C Cheers to all my WHITE BROTHERS AND SISTERS .,noHate
Thank you for this update .,noHate
And anyone who reads it is asked to bump it into view ( by simply commenting ) for the many others who need know .,noHate
Your idea sounds like the perfect plan for creating WN crack houses and a bunch of lay around druggies and drunks .,noHate
Bless you Mr. Duke !,noHate
I wish you every success .,noHate
That is persecution .,noHate
Some of us are buying up houses and lots in a small town in ND and we own a decent percentage of it .,noHate
It is a lovely town too .,noHate
We should have a giant celebration with a large number of White Nationalists present and let the world know we do not appreciate Nelson Mandela and his long history of being anti-White .,noHate
There are things we can do to stop the rapes that occur when blacks and other non whites con white women and girls into getting in cars with them etc For a start teach our women to respect themselves .,hate
Stop race mixing and discourage those who practice it .,hate
Teach our men to be men again and defend our countries and women folk against the non white .,hate
Wasn't meaning yo be hard on you or Knightrider1961 .,noHate
The next world cup will be the greatest murder and rape fest since Katrina .,hate
Imagine the groids licking their big lips when they see all those unsuspecting tourists walking around .,hate
The only species that constantly grabs his crotch in front of others and waves their arms around furiously are : 1. monkeys 2. blacks 3. both of the above Need I say more ?,hate
I 'm not a nig and need a day off to smoke blunts and drink 40 ouncers .,hate
"I was on web site not long ago checking into buying land in eastern europe while its still cheap , and not in the hands of other races. it looks like a good investment. and more importantly one way of keeping europe white helping to prevent our extintion .",noHate
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,hate
"Two e-mails sent , and will phone as soon as I shut down here .",noHate
"New total = $ 747.00 vonFreyja88 sent $ 60.00 which I 've not received yet , ( hopefully in PO Box in AM ) and the NA member from the Poughkeepsie , NY area who does not post here pledged another $ 50.00 , which I do n't have in my hand yet , brings the total to : $ 857.00 !!!",noHate
Writing in David Duke 's name is fine because such a vote will still send the message that white America will not be taken for granted .,noHate
Calman,noHate
Thank you skingirl,noHate
Suspect also linked to 2009 murder rape case ..,noHate
"These feral negroes stalk white women , rape and kill and , no one seems willing to stop them .",hate
"Shocking and outrageous , that is what we all should be feeling. jmho b.e.",noHate
"Jesse Matthew Jr. , 32 , was arrested near Galveston , Texas , last week and charged with abduction with intent to defile in connection with the disappearance of Hannah Graham , 18 , who is still missing .",noHate
It is highly doubtful the Homo Sapiens went North .,noHate
Neanderthals were being constantly pushed South from the advancing and retreating Ice Ages and Glaciations .,noHate
He suspected of taking a crap high atop the empire state building a few years ago right out in the open with people walking around ..,noHate
"Only in the mind of the INTERNATIONAL JEW could such an evil machination , with its ticker tape parade of lies , be cooked up !",hate
"if its such a big deal that you need to talk about it , yes. you are a non-white. you might as well be fully mongol .",hate
"In fact , if you buy California fruit , you have tasted illegal alien DNA .",hate
White + Asian DOES NOT make white babies .,hate
"Black-On-White Crime Blog : Blacks Commit All Crime at University of Minnesota , Organized Blackness Shouts ' Pattern Recognition ' the Real Crime",noHate
The next generation of humanity should thank you for not having been infected with your flawed genetic structure .,hate
"As I said when the races are mixed its more difficult but they can between a white , black or Asian and that proves that races exist .",noHate
I did n't realize we were offending you by pointing out how often Asians and Jews get surgery to look more White .,hate
Maybe they 're confusing the fact that we 're tired of LIBTARDS on TV for our being tired of White people .,hate
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I 'm all for it .",hate
Because behaving like civilized and educated person is `` to white '' for negroes .,hate
Deport all Indians back to India and make them pay for the trip .,hate
The only good thing about Indians is their married women are so loose that prostitution fails in Indian areas .,hate
"Miami,( I do n't know how Don can stand living down there ) Hispanic - 279,456 ( 70.0 % ) Black alone - 64,993 ( 16.3 % ) White alone - 47,622 ( 11.9 % ) Asian alone - 3,649 ( 0.9 % ) Two or more races - 2,642 ( 0.7 % ) Other race alone - 676 ( 0.2 % ) American Indian alone - 361 ( 0.09 % ) Native Hawaiian and Other Pacific Islander alone - 58 ( 0.01 % ) Read more : Miami , Florida ( FL ) profile : population , maps , real estate , averages , homes , statistics , relocation , travel , jobs , hospitals , schools , crime , moving , houses , news , sex offenders",hate
YOU do not control the lives of Whites by taking over their nations and forcing multiculturalism upon them against their will .,noHate
We can play this game all day if you want to .,noHate
"Watch the video , its only 10 minutes , you will see that eventually the bi-racial minority is butchered .",hate
I cannot imagine how revolting it must be - the PC dialogue at your university -- idolizing athletes who dont belong in college -- white women getting pregnant with freaks,noHate
"At the Water 's Edge : Fish with Fingers , Whales with Legs , and How Life Came Ashore but Then Went Back to Sea - Carl Zimmer Streets of Laredo - Larry McMurtry",noHate
But that is why I belong and support Stormfront .,noHate
It's going to be a great read whenever all the chapters are translated !,noHate
Dr.,noHate
White kids need to interact with kneegrows and other non white kids or they 'll be lost in the real come the time they leave home ...,hate
"As a nation , we are in desperate need for an immigration time out and a zero tolerance policy for those here illegally .",hate
"Hi, I 'm trying to move myself and my three year old son up to Northern California or even out of state somewhere near woodlands and I am curious if anyone knows about places I might be able to stay for cheap or free or if anyone has a contact .",noHate
"Also some of us on here , like myself , do not believe in the genocide of another race which is what abortion is doing to the Black race as 92 % of abortion clinics are in Black communities , we just do n't believe in race mixing .",hate
I used to live near a school that was 100 % Black with Black children living in all Black homes in a nearly all Black neighbourhood .,noHate
Clash of the services !!,noHate
"`` Those who ca n't do , teach '' - my dad .",noHate
What else is new ?,noHate
Public schools have been left wing indoctrination centers for a century .,noHate
A Government of Wolves : The Emerging American Police State A Government of Wolves : The Emerging American Police State,noHate
It 's just the way they are .,hate
#NAME?,hate
You find they are worse since they will able to blend more and fool people into thinking they 're genuine .,hate
"And then there 's Asiacourt , the once beautiful , safe , WHITE , area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .",hate
I considered it being `` ethnically cleansed '' from my childhood home,hate
"When the entire non-White world is breathing down your neck waiting for an opportunity to kill you , anything you do to protect yourself is self-defense .",hate
Don't you ever find it strange that Al Qaeda seems to move to where Washington wants it 's troops ?,noHate
"I do not blame you , Ottawa like all of our cities is a multicultural hell .",hate
The race traitors sicken me too .,hate
"Sqwincher - Sports Drink - Isotonic Beverage Sqwincher mixes with water also , it is usually found at workwear or welding shops and is aimed at the construction market instead of athletes .",noHate
"I suppose they 're trying to be funny , but it 's really just an effort to continue demonizing Germans and propagating the Holocau $ t .",hate
"It's not my responsibility to locate , isolate or else eliminate trolls at this site , nor do I wish to defend this person in any way .",noHate
"In concerns of ' chaos ' , within Greek mythology Chaos was held to be the primal space between heaven and earth , being mother to all substances arising from air .",noHate
"Then again , in this modern age of white youth emulating negroes and white adults groveling at the feet of the juden , perhaps it 's an appropriate word after all .",hate
I would do it again .,noHate
I have 6 people as `` friends '' only .,noHate
I have no doubt Los Angeles is a cess pool .,hate
"Don't bother with black culture , it 's not worth the effort .",hate
This has been going on since the sports bring in so much money .,noHate
Once the budget tightening is over for the holidays will start buying certain things from there .,noHate
I went to Miss state and only saw 2 jews and they were students .,noHate
"All we have is blacks and a few mestizos and all are pretty well behaved , we keep them that way around here",hate
When I am around young people and rap music or negro culture comes up I make gestures implying the savagery of blacks .,hate
Gotta represent my coconuts and mangos yo !!,hate
Anyone have a link to watch the Rousey / Correia fight online ?,noHate
Thanks !,noHate
I guess this could be added to the classes available section soon at the website ?,noHate
"They mutilate their own , and they do their best to see to it that those whom they see as their goyim slaves are also marked ....",hate
"It 's a monthly fee for all you can learn , 1900 courses .",noHate
Their brains have never developed so they think there still in the wild jungles of Africa .,hate
Having worked around blacks at my previous job every stereotype you hear are all true .,hate
The only thing that they care about is welfare and mooching of all the rest of us .,hate
Frederick neichzche embraced the notion that for a race to evolve there had to be a struggle to kill of the weaker elements to keep them from contaminating the gene pool. in the US one could say that there is a breeding program to breed dumb ghetto blacks .,hate
With the liberal media and police departments under reporting black crime they have been given a pass on their ghetto ways so many times that it as becomes acceptable behavior for them as there is no real consequences for it .,hate
"The Negro is generally terrified of Whites , the second you stand up to them they usally back away , thats unless they 're carrying a gun at which point the savages are rarely reluctant to use .",hate
I saw that episode of the Sopranos ... and was applauding Tony !,noHate
I - hate - to see men of all ages wearing baseball caps in inappropriate environments .,noHate
Just because we can `` breed '' does n't mean we should .,hate
"I needed to be in 3 places last night , including this one : Christmas with the Gothard Sisters 2014 : Show Teaser - YouTube",noHate
"Well, I finished Electrical Engineering at Texas Tech , and came away with four job offers.and wound up with enough money to buy houses and cars and keep my wife happy .",noHate
But I never liked working with metal as much as wood .,noHate
I ca n't imagine anyone who loves their firearm would run very much steel through it .,noHate
"Do n't pay much attention to me , though .",noHate
I have n't had any first hand knowledge of guns for nearly two decades .,noHate
"Ya, and they kind of missed the fact that he is going to inner city schools teaching the monkeys how to better kick your white butt !",hate
Please click on the banner below to join Stormfront today .,noHate
Agreed.,noHate
I thought I 'd add some of my babies to the thread The iguana is a recent rescue from someone who could n't care for her .,noHate
I 'm very worried she is n't well .,noHate
"Back when I was a kid , even the black folks called them that .... `` Ooohhh I' z cai n't wait until Crimusz , I' z gonna get me sum of dem niggah-toes and oranguz fo ' Crimusz , an ' sum peppahmintz ; dey shoa iz gud ! ''",hate
Roll On Big Mamma - YouTube,noHate
"Any regulation will hurt us , not them .",noHate
"If you want to see what having a black , kenyan White-hating muslime in the Whitehouse has created , go look at Tarantino 's latest flick Django Unchained .",hate
yeah it just jews stealing stuff from other martial arts. dont worry about it unless they try to recruit you for the mossad,hate
"I 've seen shots with a .45 , where people walked around angry .",noHate
"Instead it is the athletic negro Holyfield 11 kids , Mike Tyson 7 kids , Riddick Bowe 5 kids , George Foreman 10 kids who procreate like apes and spread these athlete genes along .",hate
Instead I am seeing this tiny percentage of black wrestlers taking all the MMA spots .,noHate
That's a shame I bought their home school publication years back .,noHate
My grandmother Has Red Hair .,noHate
Everyone in my family seems to either have Green eyes or Blue too .,noHate
Remind them that they 're just another Jew tool and that they are basically spitting on the graves of millions of people that were murdered by real Communists .,hate
"Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines YouTube - Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines Listen/watch the full interview @ Deanna Spingola and Dr. Lorraine Day - Zionism , the Holocaust , Aids and Vaccines : Free Download & Streaming : Internet Archive www.DrDay.com www.GoodNewsAboutGod.com",hate
"Restrictions on basketball hoops in Wickliffe , Willowick parks curb complaints , but some players are n't happy - Cleveland.com City puts out curfew of 5pm , and puts steering wheel locks on city park Basketball hoops to curb TNB .",noHate
But no one talks about the real problem .,noHate
"When I go to just about any Australian city I feel like a foreigner , these cities were built by my own flesh and blood , I should not feel like an alien in them .",noHate
"There is no expectation of privacy in public , so taking their pictures is legal .",noHate
It's weird most Indians dot and to an extent feather that I deal with hate blacks more than they do whites and find blacks to be lazy and worthless .,hate
There are lots of brown and black kids in the system gays could adopt .,hate
I do think abusive parents are worse than gays one .,hate
That 's to assume the gay ones are n't abusive .,hate
Not long ago I got a note from my diocese mentioning that being a Mason is committing a grave sin and Catholics are not allowed to join them .,noHate
I am a proud white man and want to do my part to make sure there can be proud white men in the future .,noHate
"Many Asians will see something once and memorize it the rest of their lives , but when asked ' how ' it works or use it creatively , they draw a blank .",hate
"Intellectual morons , or educated idiots , are good phrases to describe them .",hate
"If making a personal profit from government is even in a politician 's or activist mind they are good for nothing , but kindling .",noHate
luckily my child goes to a more white school so they do not even teach about this and they are the only school in the county that had school on mlk day .,noHate
"why did god give negroes good rhythm ?? because he messed up their lips , hair , nose and skin so yes they are ugly !!!!!!!!!!!!!!",hate
"I believe Abraham 's faith was tested by God when he asked him to sacrifice Isaac , the quran falsely claims it was Ishmael .",noHate
I bet you can see the Mexic-ants from space with the Google Earth. photo ants on picnic table CYF salt of the earth,hate
I think its a bad thing to do and possibly harmful to the baby but I do n't think anyone besides the mother and the father of the baby should have a say so in if she quits or not .,noHate
I think our middle finger is about worn out .,noHate
Jews are the most demanding and worst patients of all .,hate
Pornography and prostitution should be outlawed as the jewish filth that it is . _ _ _ _ _ _ _ _ _ nazi.org.uk,hate
That film is full of outright lies .,noHate
Here 's a link which documents all of the BS that Moore put in the film .,noHate
http://www.hardylaw.net/Truth_About_Bowling.html,noHate
God forbid anyone should promote straight racially loyal hetrosexuality Diablo,hate
Is there any good White pride music that is n't just annoying screaming and bad metal ?,noHate
"Welcome back , I hope you make s/f a habit .",noHate
David ( SS ),noHate
Of course dogs are NOBLE creatures .,noHate
Those I allude to ....,noHate
some are and some are not. you will find that with everything in life. but whites tend to be more raspecfull to everyone,noHate
"well like I said , I keep to myself .",noHate
things u put on yer teeth just kidding ... seen guys with those things that suppose to hold up pants ? theyre red or white ? and theyre not belts. welcome to skinhead charades .,hate
"I have nothing against staying at home , but I 'd also like to start a home day-care .",noHate
"I really have given no thought to changing eye or hair color , so it really does not matter to moi .",noHate
"Maybe blacks are n't better , but their body is more shaped to hunt animals .",hate
"The whites and the asians evoluated , and the blacks are still behind .",hate
Those are some of the most stupid posts I have ever read in my life .,noHate
I know how you feel BreakTheSilence luckily this is your last year in school and it is almost over otherwise I would say you should look into independent study where you do not have to put up with all the filth that is in the public education system .,hate
i live up the block from a muslim mask. every friday they rule the streets. they think that they can walk anywhere they want and if your are white they give you a look just klike when you pass through a black neighborhood. they are the same as them nigs,hate
Than they just sent me another one like a week ago ... it is sitting right in front of me still not filled out .,noHate
Just makes for an easier form for me !,noHate
So get tougether and save a great race .,noHate
Judge by color or I am so not `` hip '' ?,noHate
"What is colour , is that ghetto fly , super dawg slang ???",noHate
Hey Everyone .,noHate
You could try looking at the National socialist and Fascist Resource Centre at http://www.ufc.co.uk They cover a whole range of educational material .,noHate
I was wondering the same thing when I first saw that this section was added .,noHate
Graduated two years ago and still do n't miss it .,noHate
I was filled with love for my race while watching this video .,noHate
So please Zuma be a good little kaffir and take their land,hate
"Also, I think I did a dumb thing by using my real name as a user name ... anyway I can change it ?",noHate
"Although they do appear trashy and promote race mixing , the two head figures in the band are white , are married and do have a white child .",noHate
"Sixteen Jones , Die Antwoord 's daughter - YouTube",noHate
Keep hearing how wonderful he was and someone even likened him to Christ !!,noHate
She is white .,noHate
Somebody scratched her car and let the air out of the tires one day .,noHate
"She says the class is out of control and the kids are unteachable , and the black administration does not support her .",noHate
My wife had to spend time at the UP Hospital in Philadelphia - thank God I was licensed to carry in Pa. Downtown Philadelphia is becoming a cesspool .,hate
Zulu - Final Attack - YouTube,noHate
They are culturally raping european countries in every way .,hate
Liberal is just the PC word for Rapist .,hate
It might hold together for a short time but eventually major problems will develop .,noHate
Do non Whites really think they measure up to Whites ?,hate
Is it possible that we developed an alcohol tolerance as a way to conquer other tribes ?,noHate
Seemed to work well on the Indians and Australian aborigines .,noHate
"Peter, it is no suprise that you were the first to make a comment on this thread .",noHate
Every white person from Michigan knows that our Detroit negros are the worst in America .,hate
"I think this is the video I was talking about earlier , make 's me grateful for our ' micro-ghettos `` out here.This guy keeps driving for miles and miles .",noHate
Period .,noHate
I can picture the headlines on Detroit is Crap .,noHate
`` Final fried chicken delivery truck leaves for Detroit ( never to be seen again ) . '',noHate
General1812 I think maybe they now starting to have cold feet ; as the race who have feed them will die out .,hate
This film tells the story of a poor victimised African boy ( Joseph ) who was allowed into Ireland .,noHate
"Yep the bottom line is without a strong family behind her a young girl is very vulnerable .. The Jew knows this and Glamorises the Negro using its media power , here we see the results .",hate
`` Those evil Whites .,hate
"We have to kill off all of the Whites so we can go back to eating cow dung ! """,hate
They are too dung stupid to be able to tap into the market .,hate
They would be better off just sitting out in the sun eating a dirt sundae .,hate
Stormfront should try to create a larger protest in Defense of Ed Steele .,noHate
Has Jack McLamb been contacted ?,noHate
I think that white women who cannot find a suitable white partner for whatever reason should not delay childbearing but should go to a sperm bank and start having white kids .,noHate
"I always thought it would be cool if somebody covertly set off a nuke in Kashmir , and then we all could sit back and watch as the Paki 's and Indians nuke the scheiss out of each other .",hate
Of course they do .,noHate
Nancy Grace has had no other news but this for weeks .,noHate
"May they just need to turn these savages loose , justice will take care of itself .",hate
Why would the press be covering this .,noHate
Just let Shaniqua leave her kids home to burn the house down while she goes to da club .,hate
Then they will whine for days about the hard life of a 26 year old single mom of 7 kids Justice for Emily,noHate
These groids went haywire when they got in there and found themselves a white girl .,hate
They should be executed forthwith and publically .,noHate
That 's every groid 's wish anyways .,hate
String ' em up !,hate
They do what they always do take something of someone else 's and make it their own .,hate
I have taken THAT particular test like ten times before .,noHate
I dont like reporting people but the last thing I will do is tolerate some stupid pig who claims Hungarians are Tatars .,noHate
I guess there 's going to be some miraculous event within the next 11 years that will make everyone mixed race .,noHate
"We can work together and look after each other which blacks cant. We can think as individuals and do things because they are right and not because we are told to , which asians cant.",hate
#NAME?,noHate
Sadly that is what happens when you dumb down a society and make everything sexual.Not even innocent animals are out of the question for these sickos .,hate
Crippin nigga .,hate
WE CRIPPIN NIGGA .,hate
"WE GOT MONEY AROUND HERE TOO Compton Crips Pt.1 - YouTube These negroes are in the middle of the street , seems like something of a zoo , playing with their cheap lowriders .",hate
Humans and negroes use restaurants in entirely different ways .,hate
YouTube - Grandson attacks and rapes 87-Year-Old bed-ridden amputee Grandmother YouTube - Police are looking for Flash Mob of black Teens who Robbed Dupont Circle Store .,noHate
"YouTube - BLACK WOMAN GOES BALLISTIC ON REPORTER YouTube - he wuz a good boy , Black kid kills two white men YouTube - Black Man Charged with Rape of 65 year old Coma Patient YouTube - BLACK Robber Forces Guy to Drink Liquid Soap Video",noHate
Most of these videos belong on the Animal Planet tv channel .,hate
More racist violence by blacks - this time the victim was a Chinese man : YouTube - Racist Blacks beat a Chinese man to death,noHate
Blacks seem to be hell bent on embarrassing themselves and acting like animals everywhere they go .. this is pretty typical behaviour ..,hate
Apparently the story is that the white woman flipped off one of those groids and they all came to gang up on her .,noHate
"Me thinks Genesis is a negro who thinks he 's from the line of Adam.A troll , confused , black and prowling Stormfront.So make the Revelation Genesis - what are you really up to ?",hate
Police threaten woman for requesting white housemates .,noHate
"http://www.japantoday.com/category/n...a-bound-flighthttp://www.washingtonpost.com/wp-dyn...071301714.html Uzodinma Iweala is the author of `` Beasts of No Nation , '' a novel about child soldiers .",noHate
A lot of it could be mostly blacks with Hispanics though .,noHate
"Hispanics , Blacks and Asians are all doing it .",hate
of course they wo n't. they just want to steal our land. they would n't stop until we are all dead. and neither would we .,hate
The only thing more disgusting than a White woman with a groid is a White woman who drags her White child into the filth with her .,hate
"zpridez NO big deal , I got your drift.IMO If these bellyaching Black peoples et al continue to negate/or ignore the present ' Products of Progress ' within society we 're all doomed .",hate
Don't force me to eat with the hired help . [ Do n't force me to eat with the hired help - Page 4 - Cruise Critic Message Boards,noHate
i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,hate
Don't eat a Snickers candy bar ... it will turn you into a negro ! ( Also has the obligatory White doofus guy at the end. ),hate
SNICKERS ® - `` Coach '' - YouTube,noHate
"Since they are just little kids i do n't want to be rude , but how ugly is the black kid compared to the others ? it 's not even adorable , it 's kinda scary lol",hate
3702,noHate
Though Micronesians eat it by the gross .,noHate
Most of them do n't care either .,noHate
Mongol England .,noHate
The only way to deal with these animals is to give them a one way ticket to their filthy pig god .,hate
"Please , put pictures of average people here , not of models .",noHate
"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .",hate
Any purported `` holy book '' which says such vile & despicable things as the talmud says about Mary & Jesus cannot come from a place of goodness.Jews are so convinced of their superiority that they think they can trick God of their love & fidelity by pretending to honor him .,hate
Are there any slavs that have black or darker hair color ???,noHate
"Situation in Switzerland is terrible , blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .",hate
"An example of muslim colonisation : in some schools we do n't celebrate Christmas anymore to respect the many islamic pupils ! Christmas is a part of OUR TRADITION , of OUR RELIGION !!!!",noHate
"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .",hate
Charming is knowing that all these unuseful beings lives in Switzerland as refugees !!!!,hate
"I had the luck ( ... ) to meet some africans in the past and I promise you that black are the worse cancer of the world , they 're ready to sell their own sister so you can imagine what will they do with our Countries ..",hate
Keep Russia free from dark skinned beings !!!! thank you and please forgive me for mistakes .,hate
"But one cannot deny that the greatest responsibility for this war goes to France and Great Britain , after all those are those two nations who have declared war in Germany ...",noHate
I know what gypises look like in the easten Europe i seen many of them in Lviv Ukraine begging for my food .,noHate
"Gang members targeted white victims in Denver attacks December 4 , 2009 http://www.kdvr.com/news/kdvr-affida ... , 2635245.story DENVER - Police believe a series of violent attacks in downtown Denver between July 17 and September 20 of this year were motivated by racial hatred of white people by the black suspects .",noHate
Aww this boy must come from a deprived community .... not : http://homes.point2.com/US/Pennsylvania/Monroe-County/Stroud-Township-Real-Estate.aspx .,noHate
"Since the eleventh letter of the alphabet is K , 3 Ks = Ku Klux Klan .",noHate
The point is not the throne itself but the reason for it and what it represents to the apes fighting and tramping for it .,hate
"The natural royality of the planet was not the posing apes , but the Overman .",hate
"The oldest Belgrade restaurant , built in 1823 as a property of Knez Miloš Obrenovic ..",noHate
Restaurant Skadarlija `` Tri sesira '' Restaurant - Summer Skadarlija ..,noHate
If you search around you can probably find `` hoax of the 20th century '' for free on the net .,hate
How on earth can they be Swedes when they are the result of race treason ?,hate
They are anything but Swedes and to be honest it is good to get rid of them .,hate
"We've had a couple of similar cases in Finland , when a nig purposefully tried to give dozens of Finnish women hiv/aids .",hate
"If you think that 's funny , you should have seen the black guy that used to run around my home town wearing a kkk emblem.But people like that are usualy not that bright .",hate
"Where can I find NS speeches and music , also historical , in mp3 format for free download on the net .",noHate
Swede,noHate
Beautiful Sweden poisoned by Arab/Muslim trash .,hate
So that excludes uneducated third worlders .,hate
"Put the mudraces in their own countries , build a fence around them and wait a decade or two , and soon they 'll be back to the state we found them in , with their numbers decimated by their diseases and wars .",hate
Just ran across this letter from Finland written by a non-racist .,noHate
"Still , this person is intelligent enough to see the facts and include a lot of disappointing news from that country .",noHate
http://www.netsonic.fi/~jade6/empiric/immigrants.html,noHate
"Welcome to Stormfront , Eldritch !",noHate
"In your dreams negress , when SD comes into the Riksdag ...",noHate
"Strange that it is not allowed to clip the tail from dog , but it is allowed to clip 8 days old boys forskin ? 2508",noHate
Could a Norwegian poster give us Non Norwegains a quick run through of the likely or possible turnout of the Election .,noHate
It's people like this that are the face that represents the filth of Islam .,hate
He 's gone .,noHate
To be honest .. i dont think this Muslim killed him because he thought the swedish boy looked like a racist ... it was probably just an excuse .,hate
Islam is not compatible with our way of life in this green and pleasant isle.Irish people are white and Christian FFS !,hate
now that ye mention it he does look a bit like this traveller i knew. i wonder if we gave him a wash would he really be a white guy with red hair ?,noHate
They have been taking advantage of our over-welcoming nature for far to long .,hate
If we do n't act soon they will bread us out .,hate
I heard from friends in Boston this is true.Blacks will attack an Irish America with a shamrock tattoo.How long before this happens in Ireland ?,hate
I sometimes wonder who actually runs this country .,noHate
It seems anytime issues like this are highligted in the Irish Media immigrants in the long run end up staying in Ireland .,noHate
